id1 id2 length score length2 e_value identities gaps strand
SRR7186225.151577 151577 571 82.4 44 1e-14 50/53 0/53 Plus/Minus
SRR7186225.148230 148230 581 82.4 44 1e-14 53/57 2/57 Plus/Minus
SRR7186225.146344 146344 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.143913 143913 580 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.142668 142668 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.139135 139135 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.134993 134993 571 82.4 44 1e-14 50/53 0/53 Plus/Minus
SRR7186225.134521 134521 416 82.4 44 1e-14 52/56 0/56 Plus/Minus
SRR7186225.133018 133018 581 82.4 44 1e-14 53/57 2/57 Plus/Minus
SRR7186225.132913 132913 602 82.4 44 1e-14 52/56 0/56 Plus/Minus
SRR7186225.128266 128266 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.122867 122867 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.121501 121501 588 82.4 44 1e-14 50/53 0/53 Plus/Minus
SRR7186225.120372 120372 571 82.4 44 1e-14 50/53 0/53 Plus/Minus
SRR7186225.120270 120270 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.119822 119822 586 82.4 44 1e-14 52/56 0/56 Plus/Minus
SRR7186225.116423 116423 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.111549 111549 510 82.4 44 1e-14 51/54 2/54 Plus/Minus
SRR7186225.108266 108266 586 82.4 44 1e-14 52/56 0/56 Plus/Minus
SRR7186225.108237 108237 588 82.4 44 1e-14 50/53 0/53 Plus/Minus
SRR7186225.107022 107022 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.106345 106345 416 82.4 44 1e-14 52/56 0/56 Plus/Minus
SRR7186225.103127 103127 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.94040 94040 581 82.4 44 1e-14 53/57 2/57 Plus/Minus
SRR7186225.93416 93416 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.92276 92276 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.91992 91992 579 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.90512 90512 581 82.4 44 1e-14 53/57 2/57 Plus/Minus
SRR7186225.89816 89816 601 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.87826 87826 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.81767 81767 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.80666 80666 581 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.74634 74634 602 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.73225 73225 580 82.4 44 1e-14 54/59 0/59 Plus/Minus
SRR7186225.72798 72798 602 82.4 44 1e-14 50/53 0/53 Plus/Minus
ERR2182798.44663 44663 602 104 56 1e-21 58/59 0/59 Plus/Minus
ERR2182798.64813 64813 602 99.0 53 5e-20 57/59 0/59 Plus/Minus
ERR2182798.38363 38363 601 99.0 53 5e-20 57/59 0/59 Plus/Minus
ERR2182798.32107 32107 602 99.0 53 5e-20 59/62 0/62 Plus/Minus
ERR2182798.39274 39274 602 97.1 52 2e-19 58/61 0/61 Plus/Minus
ERR2182798.38901 38901 601 97.1 52 2e-19 58/61 0/61 Plus/Minus
ERR2182798.36508 36508 602 60.2 32 2e-08 36/38 0/38 Plus/Plus
ERR2182798.34876 34876 602 97.1 52 2e-19 58/61 0/61 Plus/Minus
ERR2182798.72760 72760 601 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.69637 69637 601 95.3 51 6e-19 62/67 2/67 Plus/Minus
ERR2182798.67117 67117 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.65363 65363 602 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.58434 58434 602 95.3 51 6e-19 55/57 0/57 Plus/Minus
ERR2182798.55290 55290 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.45499 45499 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.39548 39548 600 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.38658 38658 602 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.35625 35625 601 95.3 51 6e-19 62/67 2/67 Plus/Minus
ERR2182798.32404 32404 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.31412 31412 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.30405 30405 601 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.29851 29851 601 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.29116 29116 602 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.28707 28707 600 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.28561 28561 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.24235 24235 602 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.10814 10814 601 95.3 51 6e-19 57/60 0/60 Plus/Minus
ERR2182798.10573 10573 600 95.3 51 6e-19 62/67 2/67 Plus/Minus
ERR2182798.10205 10205 602 95.3 51 6e-19 55/57 0/57 Plus/Minus
ERR2182798.5654 5654 600 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.4936 4936 602 95.3 51 6e-19 59/63 0/63 Plus/Minus
ERR2182798.72471 72471 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.71622 71622 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.71609 71609 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.71592 71592 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.71545 71545 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.71369 71369 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.70203 70203 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69956 69956 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69913 69913 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69642 69642 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69632 69632 600 93.5 50 2e-18 61/66 2/66 Plus/Minus
ERR2182798.69584 69584 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69529 69529 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69504 69504 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69343 69343 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69335 69335 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69228 69228 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.69013 69013 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.68297 68297 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67818 67818 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67641 67641 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67558 67558 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67531 67531 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67331 67331 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67115 67115 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.67086 67086 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.66956 66956 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65962 65962 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65595 65595 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65500 65500 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65495 65495 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65426 65426 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65352 65352 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.65098 65098 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.64850 64850 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.64803 64803 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.64013 64013 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.63293 63293 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.62978 62978 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.61471 61471 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.60754 60754 602 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.55481 55481 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.47138 47138 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.45471 45471 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.45443 45443 599 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.45157 45157 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.45067 45067 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.44711 44711 602 93.5 50 2e-18 61/66 2/66 Plus/Minus
ERR2182798.44272 44272 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.43929 43929 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.43844 43844 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.43426 43426 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.43201 43201 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.43081 43081 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.42914 42914 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.42848 42848 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.42482 42482 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.42338 42338 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.42211 42211 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41963 41963 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41947 41947 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41930 41930 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41871 41871 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41825 41825 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41713 41713 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41688 41688 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41673 41673 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41609 41609 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41488 41488 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41449 41449 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41386 41386 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41350 41350 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41314 41314 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41294 41294 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41278 41278 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41272 41272 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41222 41222 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41209 41209 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41137 41137 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41114 41114 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41072 41072 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.41026 41026 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40973 40973 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40950 40950 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40944 40944 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40941 40941 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40876 40876 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40865 40865 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40712 40712 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40591 40591 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40442 40442 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40427 40427 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40409 40409 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40339 40339 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40291 40291 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40265 40265 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40195 40195 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.40065 40065 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39787 39787 601 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.39494 39494 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39457 39457 599 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39442 39442 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39421 39421 599 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39408 39408 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39167 39167 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39129 39129 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39115 39115 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39112 39112 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39068 39068 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39050 39050 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39041 39041 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.39004 39004 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38845 38845 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38826 38826 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38735 38735 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38665 38665 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38626 38626 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38625 38625 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38604 38604 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38589 38589 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38533 38533 602 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.38530 38530 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38485 38485 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38475 38475 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38446 38446 597 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38433 38433 602 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.38427 38427 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38322 38322 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38293 38293 601 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.38289 38289 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38235 38235 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38206 38206 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38166 38166 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38118 38118 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.38104 38104 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37948 37948 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37813 37813 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37804 37804 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37675 37675 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37592 37592 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37569 37569 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.37420 37420 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36750 36750 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36723 36723 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36699 36699 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36629 36629 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36610 36610 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36588 36588 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36570 36570 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36569 36569 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36546 36546 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36539 36539 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36520 36520 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36519 36519 601 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.36511 36511 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36503 36503 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36499 36499 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36467 36467 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36395 36395 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36392 36392 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36360 36360 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36325 36325 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36282 36282 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36265 36265 600 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.36262 36262 600 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.36246 36246 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36183 36183 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36172 36172 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36127 36127 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36092 36092 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36081 36081 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36039 36039 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.36019 36019 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35959 35959 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35906 35906 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35897 35897 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35774 35774 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35752 35752 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35745 35745 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35723 35723 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35702 35702 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35657 35657 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35628 35628 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35619 35619 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35546 35546 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35531 35531 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35498 35498 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35438 35438 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35416 35416 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35393 35393 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35374 35374 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35356 35356 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35337 35337 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35333 35333 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35318 35318 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35272 35272 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35249 35249 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35210 35210 598 93.5 50 2e-18 58/62 0/62 Plus/Minus
ERR2182798.35146 35146 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35139 35139 598 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35118 35118 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.35114 35114 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34928 34928 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34813 34813 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34727 34727 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34692 34692 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34622 34622 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34617 34617 598 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34607 34607 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34579 34579 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.34048 34048 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33901 33901 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33858 33858 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33849 33849 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33771 33771 602 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33755 33755 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33732 33732 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33730 33730 600 93.5 50 2e-18 56/59 0/59 Plus/Minus
ERR2182798.33669 33669 601 93.5 50 2e-18 56/59 0/59 Plus/Minus
SRR1066375.258547 258547 500 62.1 33 2e-08 33/33 0/33 Plus/Plus
SRR1066375.179647 179647 500 62.1 33 2e-08 33/33 0/33 Plus/Plus
SRR1066375.90814 90814 500 62.1 33 2e-08 33/33 0/33 Plus/Plus
SRR1066375.318048 318048 500 60.2 32 9e-08 32/32 0/32 Plus/Plus
SRR1066375.99513 99513 500 60.2 32 9e-08 32/32 0/32 Plus/Plus
SRR1066375.8678 8678 500 60.2 32 9e-08 32/32 0/32 Plus/Plus
SRR1066375.324014 324014 500 56.5 30 1e-06 30/30 0/30 Plus/Plus
SRR6308501.99100 FCBBLDV:1:2119:28127:NNNNNNNN 600 108 58 1e-22 65/68 1/68 Plus/Plus
SRR6308501.73710 FCBBLDV:1:2109:12768:NNNNNNNN 600 108 58 1e-22 66/69 3/69 Plus/Plus
SRR6308501.65203 FCBBLDV:1:2106:5010:NNNNNNNN 600 108 58 1e-22 68/72 3/72 Plus/Plus
SRR6308501.60055 FCBBLDV:1:2104:10078:NNNNNNNN 600 108 58 1e-22 66/69 3/69 Plus/Plus
SRR6308501.52617 FCBBLDV:1:2101:12237:NNNNNNNN 600 108 58 1e-22 66/69 3/69 Plus/Plus
SRR6308501.39021 FCBBLDV:1:1115:25463:NNNNNNNN 600 108 58 1e-22 66/69 3/69 Plus/Plus
SRR6308501.18217 FCBBLDV:1:1107:12991:NNNNNNNN 600 108 58 1e-22 65/68 1/68 Plus/Plus
SRR6308501.98146 FCBBLDV:1:2119:5437:NNNNNNNN 600 106 57 4e-22 71/77 4/77 Plus/Plus
SRR6308501.85033 FCBBLDV:1:2114:21461:NNNNNNNN 600 106 57 4e-22 71/77 4/77 Plus/Plus
SRR6308501.82467 FCBBLDV:1:2113:17488:NNNNNNNN 600 106 57 4e-22 71/77 3/77 Plus/Plus
SRR6308501.81494 FCBBLDV:1:2112:9958:NNNNNNNN 600 106 57 4e-22 71/77 4/77 Plus/Plus
SRR6308501.78011 FCBBLDV:1:2111:3519:NNNNNNNN 600 106 57 4e-22 71/77 4/77 Plus/Plus
SRR6308501.76478 FCBBLDV:1:2110:20921:NNNNNNNN 600 106 57 4e-22 65/68 3/68 Plus/Plus
SRR6308501.71677 FCBBLDV:1:2109:22709:NNNNNNNN 600 106 57 4e-22 62/64 2/64 Plus/Plus
SRR6308501.70509 FCBBLDV:1:2108:25034:NNNNNNNN 600 106 57 4e-22 65/68 3/68 Plus/Plus
SRR6308501.67617 FCBBLDV:1:2107:23287:NNNNNNNN 600 106 57 4e-22 65/68 3/68 Plus/Plus
SRR6308501.63579 FCBBLDV:1:2105:21779:NNNNNNNN 600 106 57 4e-22 64/67 1/67 Plus/Plus
SRR6308501.49292 FCBBLDV:1:1118:13349:NNNNNNNN 600 106 57 4e-22 64/67 1/67 Plus/Plus
SRR6308501.43910 FCBBLDV:1:1117:8895:NNNNNNNN 600 106 57 4e-22 67/71 3/71 Plus/Plus
SRR6308501.42742 FCBBLDV:1:1116:11727:NNNNNNNN 600 106 57 4e-22 71/77 4/77 Plus/Plus
SRR6308501.39509 FCBBLDV:1:1115:6384:NNNNNNNN 600 106 57 4e-22 64/67 1/67 Plus/Plus
SRR6308501.36256 FCBBLDV:1:1114:25721:NNNNNNNN 600 106 57 4e-22 65/68 3/68 Plus/Plus
SRR6308501.29176 FCBBLDV:1:1111:27018:NNNNNNNN 600 106 57 4e-22 64/67 1/67 Plus/Plus
SRR6308501.25564 FCBBLDV:1:1110:23619:NNNNNNNN 600 106 57 4e-22 71/77 4/77 Plus/Plus
SRR6308501.20565 FCBBLDV:1:1108:16362:NNNNNNNN 600 106 57 4e-22 65/68 3/68 Plus/Plus
SRR6308501.16997 FCBBLDV:1:1106:16257:NNNNNNNN 600 106 57 4e-22 64/67 1/67 Plus/Plus
SRR6308501.16683 FCBBLDV:1:1106:19329:NNNNNNNN 600 54.7 29 1e-06 29/29 0/29 Plus/Plus
